household_key,recency_weeks,frequency_baskets,monetary_spend,avg_line_sales,total_units,product_diversity,category_diversity,discount_amount,coupon_line_count,first_half_spend,second_half_spend,top_department_share,spend_trend_change,discount_rate,coupon_engagement,campaign_exposure_count,future_spend,next_period_active_flag,next_period_spend_decline_flag,age_desc,marital_status_code,income_desc,homeowner_desc,hh_comp_desc,household_size_desc,kid_category_desc,missing_demographic_flag
680,1,84,3034.8999999999883,2.401028481012649,1751.0,677,132,826.2900000000021,10.0,1102.8100000000013,1932.090000000004,0.6119377903720091,829.2800000000027,0.21399879311818484,0.11904761904761904,3,478.12,1,0,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0
681,1,57,2354.3700000000003,3.5139850746268664,24696.0,278,85,232.3199999999997,3.0,1186.9999999999998,1167.3700000000008,0.7909419505005598,-19.629999999998972,0.089813622815258,0.05263157894736842,5,418.82000000000005,1,0,,,,,,,,1
682,7,217,4438.289999999977,3.3983843797855875,498949.0,736,160,1038.380000000001,38.0,1840.740000000002,2597.5499999999997,0.38095978406098124,756.8099999999977,0.1896006149722377,0.17511520737327188,3,0.0,0,1,65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,0
683,3,9,170.06,2.12575,104.0,60,37,30.53,0.0,146.78000000000003,23.279999999999998,0.5498059508408798,-123.50000000000003,0.15220100702926367,0.0,0,0.0,0,1,,,,,,,,1
684,3,98,1895.6200000000035,2.390441361916776,35610.0,584,132,262.78000000000014,0.0,845.6799999999998,1049.9400000000012,0.680885409523006,204.26000000000136,0.12174759080800579,0.0,6,157.05,1,1,,,,,,,,1
685,0,175,5012.479999999963,2.9659644970413983,41429.0,776,141,772.5200000000004,3.0,1639.9400000000028,3372.539999999988,0.4630183063074606,1732.5999999999854,0.13353846153846247,0.017142857142857144,2,1007.290000000001,1,0,35-44,A,Under 15K,Unknown,Single Female,2,None/Unknown,0
686,3,20,521.9900000000001,4.015307692307693,185.0,118,67,91.09000000000002,1.0,163.41000000000003,358.5799999999999,0.40675108718557806,195.1699999999999,0.14857767338683367,0.05,0,12.58,1,1,,,,,,,,1
687,0,56,2821.7999999999947,2.8941538461538405,1250.0,580,120,648.1199999999995,29.0,1133.0200000000004,1688.7800000000025,0.6179956056417906,555.760000000002,0.18678240420528447,0.5178571428571429,3,384.00000000000017,1,1,,,,,,,,1
688,7,26,2870.629999999992,3.5222453987729962,968.0,631,144,394.84000000000015,3.0,570.7500000000002,2299.8799999999997,0.5444240462894929,1729.1299999999994,0.1209136816446028,0.11538461538461539,3,336.98000000000013,1,1,35-44,A,125-149K,Homeowner,2 Adults Kids,3,1,0
689,33,3,28.959999999999997,1.448,20.0,20,11,3.84,0.0,16.33,12.629999999999999,0.6629834254143647,-3.6999999999999993,0.11707317073170732,0.0,0,0.0,0,1,,,,,,,,1
690,0,239,4389.739999999977,3.4674091627172015,173925.0,733,157,581.2799999999995,6.0,1844.9600000000041,2544.779999999996,0.39821720648603665,699.819999999992,0.11693374800342832,0.02510460251046025,4,573.3999999999997,1,1,65+,B,15-24K,Homeowner,Single Female,1,None/Unknown,0
691,0,45,2239.8899999999994,2.8716538461538454,963.0,486,126,327.8300000000003,0.0,1182.6700000000005,1057.2200000000007,0.4892918848693464,-125.44999999999982,0.12767357811599409,0.0,3,271.44000000000005,1,1,,,,,,,,1
692,0,107,3298.4299999999816,2.841024978466823,160787.0,426,135,324.9099999999998,10.0,1054.2400000000014,2244.1899999999987,0.4824113290262365,1189.9499999999973,0.08967140814828348,0.09345794392523364,4,592.7100000000004,1,0,65+,U,35-49K,Homeowner,Single Female,1,None/Unknown,0
693,4,202,5942.729999999954,2.917393225331347,2396.0,1214,196,1054.320000000001,11.0,2741.9299999999935,3200.799999999988,0.5271684899027913,458.86999999999443,0.1506806439856808,0.054455445544554455,7,436.0700000000002,1,1,45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,0
694,0,137,1588.010000000001,2.7332358003442354,693.0,238,92,161.61000000000004,0.0,1333.2000000000014,254.81,0.602899226075403,-1078.3900000000015,0.09236862861649955,0.0,2,168.63000000000002,1,1,,,,,,,,1
695,0,174,6636.939999999929,3.316811594202863,333477.0,977,174,821.5700000000013,4.0,1512.7000000000012,5124.239999999962,0.48520101130943316,3611.5399999999604,0.11015202768381473,0.022988505747126436,8,1886.9900000000014,1,0,35-44,B,35-49K,Unknown,1 Adult Kids,3,2,0
696,0,273,12287.26999999992,3.7841915614413058,748761.0,1567,206,2105.7400000000016,62.0,4147.529999999976,8139.739999999909,0.5032851072695543,3992.2099999999327,0.14630296234074824,0.2271062271062271,2,2428.259999999997,1,0,35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0
697,0,56,2514.499999999996,2.982799525504147,129940.0,567,141,288.21000000000004,3.0,1322.4200000000005,1192.080000000002,0.45508053290912903,-130.33999999999855,0.10283261557563945,0.05357142857142857,3,309.09000000000003,1,1,,,,,,,,1
698,0,116,995.5400000000011,2.1455603448275884,17511.0,370,109,162.31,2.0,665.9000000000003,329.64000000000016,0.47747955883239185,-336.26000000000016,0.14018223431359836,0.017241379310344827,3,208.95000000000007,1,0,,,,,,,,1
699,0,137,9016.7399999999,4.387708029197031,759184.0,1038,164,1086.8000000000022,18.0,3847.159999999977,5169.579999999961,0.45636338632366324,1322.4199999999837,0.10756625895478344,0.13138686131386862,5,1336.2600000000032,1,0,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0
700,0,29,1889.4700000000028,3.42295289855073,15062.0,347,106,426.0100000000001,2.0,942.3300000000005,947.14,0.49824024726510563,4.809999999999491,0.18398345051565965,0.06896551724137931,2,1091.5700000000008,1,0,,,,,,,,1
701,0,28,1852.320000000003,3.7725458248472563,596.0,372,124,248.96999999999983,2.0,403.7300000000001,1448.5900000000013,0.5131834672194862,1044.8600000000013,0.11848435960766934,0.07142857142857142,0,741.2400000000004,1,0,,,,,,,,1
702,0,245,6851.699999999919,3.444796380090457,361538.0,737,158,1238.2000000000035,8.0,2105.550000000003,4746.149999999962,0.5344104382853926,2640.5999999999594,0.15305504394368477,0.0326530612244898,4,1353.980000000001,1,0,,,,,,,,1
703,0,184,8152.429999999929,4.136189751395195,830076.0,935,157,966.3599999999999,6.0,3345.589999999992,4806.839999999966,0.4847156001339487,1461.2499999999736,0.10597458654053962,0.03260869565217391,6,1323.2600000000007,1,0,,,,,,,,1
704,13,9,76.53,2.3190909090909093,3745.0,32,20,18.130000000000003,0.0,10.0,66.53000000000002,0.5434470142427807,56.530000000000015,0.19152757236425103,0.0,0,0.0,0,1,,,,,,,,1
705,0,80,1254.4600000000016,2.825360360360364,615.0,257,72,247.34999999999997,0.0,501.71000000000015,752.7500000000006,0.4730800503802428,251.04000000000042,0.16470126047902178,0.0,3,131.47000000000003,1,1,,,,,,,,1
706,0,109,3294.20999999999,3.07870093457943,112643.0,828,167,644.1800000000009,1.0,1014.2700000000009,2279.940000000001,0.5035198120338437,1265.67,0.16356429911715253,0.009174311926605505,5,730.3900000000002,1,0,45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0
707,0,417,15982.019999999857,4.397914144193686,1379367.0,1644,197,1794.2399999999993,8.0,6394.809999999928,9587.209999999892,0.44672951228943436,3192.399999999964,0.10093461729295217,0.019184652278177457,6,3212.3999999999887,1,0,25-34,A,100-124K,Homeowner,2 Adults Kids,5+,3+,0
708,2,58,2257.1099999999988,2.908646907216493,1049.0,532,125,350.6200000000001,0.0,1016.6700000000005,1240.440000000001,0.5535264120933417,223.77000000000044,0.1344541037607422,0.0,4,570.9500000000003,1,0,35-44,A,100-124K,Homeowner,2 Adults Kids,4,2,0
709,0,134,4491.069999999978,2.440798913043466,2494.0,1004,149,1170.7700000000013,7.0,2378.9300000000017,2112.1400000000044,0.3898981757131402,-266.78999999999724,0.20678260070931104,0.05223880597014925,8,1045.33,1,0,,,,,,,,1
710,0,183,3033.98999999999,2.392736593059929,60433.0,814,141,629.2299999999997,31.0,1220.79,1813.2000000000037,0.6108062320574589,592.4100000000037,0.1717696452847499,0.16939890710382513,6,690.4899999999994,1,0,,,,,,,,1
711,3,22,256.69000000000005,2.8521111111111117,113.0,75,40,56.05999999999999,0.0,12.98,243.71000000000006,0.6480190112587167,230.73000000000008,0.17924860111910465,0.0,0,173.1,1,0,,,,,,,,1
712,0,231,10387.899999999887,3.331590763309778,160949.0,1159,182,1722.7900000000068,61.0,4894.299999999954,5493.599999999949,0.5450129477565236,599.2999999999956,0.1422536618475101,0.26406926406926406,9,1323.1200000000022,1,1,65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0
713,1,19,338.91999999999996,4.345128205128205,18735.0,70,37,76.08,1.0,50.8,288.1199999999999,0.512303788504662,237.31999999999988,0.1833253012048193,0.05263157894736842,0,201.9799999999999,1,0,,,,,,,,1
714,0,253,3602.759999999992,2.8058878504672835,2160.0,579,124,1255.0299999999988,24.0,1406.280000000001,2196.48,0.6176375889595771,790.1999999999989,0.2583541075262622,0.09486166007905138,5,514.5800000000003,1,1,55-64,U,15-24K,Unknown,2 Adults Kids,3,1,0
715,0,151,3097.279999999997,2.5618527708850265,30083.0,715,150,997.5700000000004,27.0,1179.0400000000004,1918.2400000000014,0.3932159830561012,739.200000000001,0.2436157612610965,0.17880794701986755,3,614.86,1,0,55-64,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,0
716,5,71,1123.9800000000007,2.8672959183673488,19050.0,277,101,512.0900000000003,33.0,464.4300000000002,659.5499999999998,0.3897934126941758,195.11999999999966,0.31300005500987116,0.4647887323943662,1,166.7,1,0,45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,0
717,0,43,561.5,4.286259541984733,37996.0,114,58,54.160000000000004,0.0,259.96999999999997,301.53000000000003,0.4444879786286734,41.56000000000006,0.08797063314166911,0.0,0,55.22,1,1,,,,,,,,1
718,0,560,17493.220000000023,2.8201225213606356,868890.0,2593,216,3790.1799999999434,277.0,7626.749999999937,9866.46999999992,0.5158489974973104,2239.719999999982,0.1780815095332489,0.49464285714285716,12,1806.6400000000021,1,1,45-54,A,25-34K,Homeowner,2 Adults Kids,5+,3+,0
719,0,21,618.8600000000006,2.3620610687022925,283.0,165,44,174.21000000000004,2.0,340.2200000000002,278.64000000000004,0.7011925152700119,-61.580000000000155,0.21966535110393773,0.09523809523809523,0,479.6499999999998,1,0,,,,,,,,1
720,0,77,1456.560000000001,5.057500000000004,354.0,135,51,88.74000000000008,0.0,577.6000000000004,878.96,0.5982383149338164,301.3599999999997,0.057425742574257435,0.0,2,222.23999999999998,1,0,,,,,,,,1
721,0,39,455.4100000000002,2.828633540372672,10246.0,125,45,45.709999999999994,0.0,184.21999999999994,271.18999999999994,0.7293647482488306,86.97,0.0912156768837803,0.0,0,98.16,1,0,,,,,,,,1
722,0,108,5455.199999999953,3.2685440383462874,131129.0,948,160,1083.310000000001,34.0,1986.0000000000025,3469.1999999999884,0.4773115559466248,1483.199999999986,0.165681477890224,0.3148148148148148,4,982.42,1,0,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0
723,1,18,759.1500000000008,2.790992647058826,342.0,195,76,156.40999999999997,9.0,50.06999999999999,709.0800000000007,0.6324310083646179,659.0100000000007,0.17083533575079715,0.5,0,471.67999999999995,1,0,,,,,,,,1
724,2,24,623.4200000000004,3.3881521739130456,12887.0,118,65,60.209999999999994,0.0,394.5100000000002,228.91,0.40234512848480947,-165.60000000000022,0.08807395813524853,0.0,0,15.879999999999999,1,1,,,,,,,,1
725,2,116,4201.1299999999865,1.955833333333327,2884.0,737,105,1414.4500000000012,7.0,1402.760000000002,2798.3699999999994,0.7041272229138374,1395.6099999999974,0.2518795921347402,0.0603448275862069,5,627.4500000000004,1,0,45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,0
726,3,55,1522.780000000002,2.639133448873487,686.0,456,126,318.8700000000002,2.0,309.8700000000002,1212.9100000000017,0.5997058012319573,903.0400000000016,0.17314364835880858,0.03636363636363636,4,697.3700000000005,1,0,,,,,,,,1
727,0,103,4469.7299999999805,3.0262220717670822,2078.0,699,114,887.6100000000002,2.0,2237.800000000004,2231.9300000000026,0.6282616623375497,-5.870000000001255,0.1656811029354126,0.019417475728155338,3,453.4,1,1,,,,,,,,1
728,1,448,10344.28999999989,3.916808027262359,809666.0,1109,177,1493.3700000000013,11.0,6291.289999999924,4052.9999999999836,0.4539364228961121,-2238.28999999994,0.12615415546653774,0.024553571428571428,4,388.62000000000006,1,1,,,,,,,,1
729,3,24,961.5000000000007,2.967592592592595,425.0,266,105,192.5500000000001,0.0,603.6800000000004,357.82,0.48902756110244344,-245.8600000000004,0.16684719032970838,0.0,1,197.82000000000008,1,0,,,,,,,,1
730,0,75,937.6900000000004,3.3851624548736474,373.0,128,43,161.86999999999995,0.0,382.91000000000014,554.78,0.6924783243929229,171.86999999999983,0.1472134308268761,0.0,1,174.00000000000003,1,0,,,,,,,,1
731,0,218,2914.2899999999913,3.469392857142847,199568.0,632,157,592.460000000001,12.0,1054.7800000000009,1859.5100000000027,0.3692940647636316,804.7300000000018,0.1689484565480865,0.05504587155963303,4,237.02000000000004,1,1,45-54,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0
732,1,91,3324.869999999991,2.5894626168224226,82285.0,678,132,1057.0600000000024,15.0,1422.0200000000027,1902.85,0.6731270696297919,480.8299999999972,0.24123160342588862,0.16483516483516483,7,642.9500000000002,1,0,55-64,A,75-99K,Homeowner,2 Adults Kids,4,2,0
733,1,64,2125.0699999999993,2.676410579345087,1389.0,305,103,486.5800000000003,13.0,689.3200000000007,1435.7500000000007,0.6729613612728051,746.43,0.1863113357456016,0.203125,2,553.49,1,0,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0
734,3,68,1117.460000000001,4.200977443609026,28125.0,205,89,207.3800000000001,0.0,456.63,660.8300000000003,0.36844271830759023,204.20000000000027,0.15653210953775545,0.0,1,202.3,1,0,,,,,,,,1
735,3,78,835.5700000000019,2.6030218068535884,433.0,213,64,94.35999999999997,4.0,423.5200000000001,412.04999999999984,0.4566702969230573,-11.470000000000255,0.10147000311851406,0.05128205128205128,0,226.68000000000004,1,0,,,,,,,,1
736,0,45,1970.3700000000035,3.2248281505728373,734.0,452,133,251.48999999999992,5.0,400.42000000000024,1569.950000000002,0.5569004806203905,1169.5300000000018,0.11318894979881701,0.1111111111111111,0,1091.2500000000011,1,0,,,,,,,,1
737,0,47,1423.7900000000016,2.9056938775510237,12664.0,397,119,272.21999999999997,0.0,637.94,785.8500000000005,0.40930193357166383,147.91000000000042,0.1605061290912198,0.0,1,169.72000000000003,1,1,,,,,,,,1
738,1,98,2549.2999999999975,2.6750262329485808,2297.0,645,128,521.7200000000003,1.0,1526.7500000000014,1022.5500000000012,0.637037618169695,-504.20000000000016,0.16988492422712995,0.01020408163265306,5,43.82000000000001,1,1,,,,,,,,1
739,47,6,160.06,2.5406349206349206,69.0,61,32,39.41,1.0,160.06,0.0,0.8095714107209795,-160.06,0.19757356996039502,0.16666666666666666,0,0.0,0,1,,,,,,,,1
740,0,94,5534.079999999956,2.802065822784788,2845.0,1014,181,1049.770000000002,3.0,1974.7000000000048,3559.3799999999756,0.4948880392043514,1584.6799999999707,0.1594462206763533,0.031914893617021274,5,1110.7700000000007,1,0,45-54,A,175-199K,Homeowner,Single Female,2,None/Unknown,0
741,0,73,2702.0899999999942,2.8654188759278836,46814.0,577,149,519.7000000000003,2.0,805.7300000000004,1896.3600000000026,0.40520115910276994,1090.6300000000024,0.16130784439705914,0.0273972602739726,2,712.5100000000006,1,0,65+,U,50-74K,Homeowner,2 Adults Kids,3,1,0
742,0,315,3634.0800000000067,1.622357142857146,56379.0,830,142,597.0200000000007,35.0,1607.9599999999973,2026.1200000000013,0.7219819046361076,418.16000000000395,0.14110278650941827,0.1111111111111111,8,316.8799999999999,1,1,35-44,A,15-24K,Renter,1 Adult Kids,4,2,0
743,1,61,1685.2300000000052,2.6168167701863436,18924.0,384,100,337.4000000000002,2.0,620.84,1064.390000000001,0.5386683123371873,443.550000000001,0.16681251637719172,0.03278688524590164,2,303.7399999999999,1,0,,,,,,,,1
744,0,133,3854.2599999999757,2.9023042168674515,243253.0,900,168,986.9800000000012,105.0,1090.7600000000011,2763.4999999999936,0.40633221422530225,1672.7399999999925,0.20386925663673064,0.7894736842105263,4,876.0500000000005,1,0,,,,,,,,1
745,0,159,5994.80999999991,2.530523427606547,3039.0,1086,138,742.7100000000012,4.0,2484.1599999999935,3510.6499999999737,0.5816397850807665,1026.4899999999802,0.11023492323585102,0.025157232704402517,7,718.7000000000007,1,1,,,,,,,,1
746,4,39,569.0500000000001,4.822457627118645,45754.0,101,54,37.80000000000001,0.0,262.78999999999996,306.2600000000001,0.3515508303312538,43.47000000000014,0.06228886874845514,0.0,0,0.0,0,1,,,,,,,,1
747,1,120,1051.7400000000005,2.4233640552995404,634.0,310,101,277.28000000000014,2.0,450.7200000000001,601.0200000000006,0.5423678855991024,150.30000000000047,0.2086349340115273,0.016666666666666666,3,114.99,1,1,,,,,,,,1
748,2,74,2246.680000000003,2.7909068322981403,8474.0,564,113,604.9600000000003,2.0,843.8000000000004,1402.8800000000024,0.5890514002884262,559.080000000002,0.2121445904812668,0.02702702702702703,3,462.50000000000017,1,0,45-54,B,Under 15K,Homeowner,2 Adults Kids,3,1,0
749,9,73,1019.4299999999993,2.7184799999999982,13208.0,265,89,233.22000000000008,0.0,457.8300000000001,561.6000000000001,0.5576645772637653,103.77000000000004,0.18618129565321534,0.0,3,47.19,1,1,,,,,,,,1
750,0,35,419.8900000000001,1.8098706896551728,273.0,174,60,90.54999999999998,0.0,108.91999999999999,310.9700000000001,0.6496225201838576,202.0500000000001,0.17739597210249974,0.0,0,178.72999999999996,1,0,,,,,,,,1
751,3,21,468.2600000000001,2.477566137566138,218.0,152,54,98.1599999999999,0.0,281.0999999999999,187.16,0.6571349250416434,-93.93999999999991,0.17329896543201143,0.0,0,52.780000000000015,1,1,,,,,,,,1
752,3,100,3401.4499999999853,3.6614101184068732,310788.0,667,160,505.98,0.0,2093.650000000002,1307.8000000000015,0.3695571006482549,-785.8500000000004,0.12949176312819471,0.0,3,391.1100000000002,1,1,35-44,A,75-99K,Renter,Single Female,2,None/Unknown,0
753,0,36,1747.5600000000018,3.1889781021897843,802.0,459,132,418.2000000000003,2.0,716.7500000000002,1030.8100000000002,0.6244191901851721,314.05999999999995,0.19309618794326236,0.05555555555555555,0,429.57000000000016,1,0,45-54,A,75-99K,Homeowner,2 Adults Kids,4,2,0
754,0,27,1356.9800000000023,3.4528753180661638,622.0,198,84,87.92999999999998,1.0,668.3200000000006,688.6600000000007,0.5424766761485056,20.340000000000032,0.06085500134956491,0.037037037037037035,4,178.15,1,1,,,,,,,,1
755,0,279,9639.479999999976,9.376926070038888,2863364.0,605,141,480.93999999999886,13.0,4692.709999999991,4946.76999999999,0.7293795930900859,254.0599999999995,0.04752174316876178,0.04659498207885305,6,977.57,1,1,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,0
756,1,23,682.7899999999998,2.5572659176029955,11081.0,255,80,151.15999999999994,1.0,351.2399999999999,331.5500000000001,0.6705282737005522,-19.68999999999977,0.18125786917680914,0.043478260869565216,0,7.629999999999999,1,1,,,,,,,,1
757,2,37,1761.4100000000024,3.134181494661926,42396.0,421,118,261.5399999999999,9.0,606.0900000000005,1155.3200000000015,0.5342027125995646,549.230000000001,0.12928643812254362,0.24324324324324326,1,261.96000000000004,1,0,,,,,,,,1
758,7,14,289.32999999999987,3.403882352941175,9099.0,82,44,40.449999999999996,0.0,184.89999999999992,104.43,0.6275187502160166,-80.46999999999991,0.12265752926193224,0.0,0,55.59000000000001,1,0,,,,,,,,1
759,0,32,901.9800000000006,3.279927272727275,295.0,196,81,59.03999999999997,0.0,626.6700000000005,275.30999999999995,0.5470631277855383,-351.3600000000006,0.061434725604045635,0.0,1,372.11000000000007,1,0,,,,,,,,1
760,10,70,1872.5200000000023,4.061865509761393,6308.0,238,87,226.23,2.0,892.1100000000004,980.4100000000004,0.4906703266186738,88.30000000000007,0.10779273377010112,0.02857142857142857,3,0.0,0,1,,,,,,,,1
761,0,155,7396.349999999942,3.8422597402597103,286280.0,1133,190,1434.1100000000001,42.0,2387.8799999999965,5008.469999999982,0.5081749781987095,2620.5899999999856,0.16240490302883534,0.2709677419354839,4,1639.6600000000014,1,0,25-34,A,125-149K,Homeowner,1 Adult Kids,5+,3+,0
762,0,779,7482.039999999886,3.2125547445254985,320167.0,1433,202,939.5100000000028,2.0,2371.3099999999954,5110.729999999941,0.3401973258630048,2739.419999999946,0.11156022347430286,0.0025673940949935813,8,1500.7500000000005,1,0,35-44,A,125-149K,Renter,Single Female,2,None/Unknown,0
763,0,40,2815.5799999999936,2.7256340755082222,4994.0,565,97,495.1000000000002,3.0,1577.390000000002,1238.1900000000012,0.7213788988414501,-339.2000000000007,0.14954631676876082,0.075,2,0.0,0,1,,,,,,,,1
764,0,85,2345.5799999999995,2.8709669522643813,108831.0,588,157,645.5400000000008,24.0,537.1800000000002,1808.4000000000017,0.3810145038753747,1271.2200000000016,0.21581882371820613,0.2823529411764706,1,851.2000000000006,1,0,35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,0
765,1,25,1182.6800000000005,3.8776393442622967,99602.0,240,82,185.56999999999996,13.0,731.9500000000003,450.73000000000013,0.4719197077823249,-281.22000000000014,0.13562579937876842,0.52,0,403.90000000000015,1,0,,,,,,,,1
766,0,108,7258.879999999906,2.7769242540167967,2981.0,1236,184,1285.8400000000015,29.0,2614.7899999999904,4644.089999999951,0.4993745591606447,2029.2999999999606,0.15048357348163724,0.26851851851851855,9,1091.2100000000003,1,0,45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,0
767,14,9,402.0100000000002,2.1967759562841542,218.0,166,67,95.25999999999996,6.0,110.31999999999996,291.69,0.6373970796746347,181.37000000000003,0.19156595008747748,0.6666666666666666,0,160.76,1,0,,,,,,,,1
768,0,407,5557.96999999995,2.4133608336951586,438251.0,1025,168,1260.5900000000022,17.0,1907.5100000000002,3650.4599999999805,0.5017857239243846,1742.9499999999803,0.1848762788624007,0.04176904176904177,4,1123.3799999999994,1,0,35-44,A,50-74K,Renter,Single Female,2,None/Unknown,0
769,0,42,1244.180000000001,2.042988505747128,7958.0,458,112,242.76000000000013,0.0,692.7900000000002,551.3900000000001,0.5950827050748285,-141.4000000000001,0.1632614631390641,0.0,1,299.45,1,0,,,,,,,,1
770,3,36,1795.100000000001,2.9573311367380577,31296.0,487,119,786.4100000000005,53.0,365.84999999999985,1429.250000000001,0.5870926410784911,1063.400000000001,0.3046317852729604,1.4722222222222223,0,451.26000000000005,1,0,25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,0
771,0,433,6847.769999999923,2.001101694915232,8882.0,1466,203,1704.5700000000008,13.0,1847.8000000000036,4999.969999999956,0.4647644415627318,3152.169999999952,0.19931036418103304,0.03002309468822171,7,1143.2000000000012,1,0,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0
772,2,38,230.05999999999997,1.7297744360902254,21435.0,67,29,17.529999999999998,0.0,72.64000000000001,157.42,0.3669477527601496,84.77999999999997,0.07080253645139141,0.0,0,41.82,1,0,,,,,,,,1
773,2,14,498.81000000000023,3.6409489051094908,167.0,126,77,55.59,0.0,132.06999999999996,366.7400000000002,0.5960385718008858,234.67000000000021,0.10027056277056275,0.0,0,400.8200000000002,1,0,,,,,,,,1
774,13,14,740.6600000000003,2.607957746478874,376.0,243,79,161.55999999999992,0.0,323.44000000000005,417.2200000000002,0.6430480922420545,93.78000000000014,0.1790694065748929,0.0,0,169.29999999999998,1,0,,,,,,,,1
775,15,33,1121.0,3.0297297297297296,479.0,312,105,180.8200000000001,0.0,947.1900000000004,173.81,0.5403211418376449,-773.3800000000003,0.1388978507013259,0.0,0,0.0,0,1,,,,,,,,1
776,1,61,3023.019999999998,3.172109129066105,15152.0,624,116,736.9,1.0,1964.3400000000029,1058.6800000000005,0.6031385832710348,-905.6600000000024,0.19598821251516,0.01639344262295082,4,130.68,1,1,,,,,,,,1
777,0,28,1866.7400000000014,4.643631840796023,266743.0,290,110,195.48999999999995,1.0,90.63999999999999,1776.1000000000013,0.39355775308827173,1685.4600000000014,0.09479543988788827,0.03571428571428571,0,879.0099999999999,1,0,,,,,,,,1
778,1,123,2285.5899999999965,2.7907081807081764,93142.0,399,96,508.74999999999983,12.0,1883.2500000000002,402.3400000000001,0.6153947120874704,-1480.91,0.1820644588704311,0.0975609756097561,3,0.0,0,1,,,,,,,,1
779,1,63,2629.8599999999947,3.4832582781456884,888.0,567,141,297.1500000000002,0.0,1163.7400000000023,1466.1200000000013,0.5884077479409571,302.379999999999,0.10151998114116478,0.0,1,1288.420000000001,1,0,65+,U,125-149K,Homeowner,2 Adults Kids,3,1,0
780,26,63,534.6800000000002,2.1050393700787406,299.0,153,60,185.14000000000001,0.0,455.2800000000001,79.4,0.47052442582479254,-375.8800000000001,0.25720318968631045,0.0,2,45.03999999999999,1,1,,,,,,,,1
781,1,46,1392.3600000000017,3.0072570194384487,728.0,286,90,523.0100000000002,14.0,483.3700000000002,908.9900000000005,0.5182567726737332,425.6200000000003,0.273059513305523,0.30434782608695654,0,273.15,1,0,,,,,,,,1
782,2,66,1484.870000000001,2.905812133072409,36487.0,374,105,285.5899999999998,1.0,712.5800000000004,772.2900000000003,0.6153198596510131,59.70999999999992,0.16130836053906875,0.015151515151515152,0,72.17999999999999,1,1,,,,,,,,1
783,5,17,387.3400000000002,2.599597315436243,205.0,124,56,128.29,2.0,270.4100000000002,116.92999999999999,0.47722930758506743,-153.4800000000002,0.24880243585516734,0.11764705882352941,0,0.0,0,1,,,,,,,,1
784,1,113,2611.359999999998,3.6168421052631547,223733.0,397,118,368.5600000000001,4.0,1435.3000000000022,1176.0600000000006,0.43638180871270255,-259.2400000000016,0.1236811726489303,0.035398230088495575,4,506.3,1,0,45-54,A,100-124K,Homeowner,Single Female,2,None/Unknown,0
785,1,87,1823.7000000000025,3.9818777292576475,197795.0,240,92,185.06,0.0,1286.420000000001,537.2800000000002,0.5018204748588033,-749.1400000000008,0.09212648599135774,0.0,1,266.1,1,1,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0
786,1,181,5952.309999999938,3.4931396713614657,1869.0,735,152,614.92,0.0,2542.0799999999963,3410.2299999999855,0.645336012405272,868.1499999999892,0.09363460698041728,0.0,6,1481.7600000000025,1,0,19-24,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0
787,0,165,2190.3100000000004,3.093658192090396,833.0,241,78,342.71000000000015,3.0,937.1900000000009,1253.1200000000008,0.6509809113778419,315.92999999999995,0.13529699726018748,0.01818181818181818,3,314.2799999999999,1,1,25-34,B,25-34K,Homeowner,Single Male,1,None/Unknown,0
788,0,257,6447.729999999974,2.8291926283457545,200776.0,1316,150,1832.4600000000007,54.0,2767.6300000000015,3680.0999999999945,0.5149812414601742,912.469999999993,0.22130651591328293,0.21011673151750973,10,1066.4700000000003,1,0,25-34,U,Under 15K,Unknown,1 Adult Kids,2,1,0
789,4,16,231.36000000000004,3.4531343283582094,75.0,58,39,21.110000000000003,1.0,96.5,134.86,0.469744121715076,38.360000000000014,0.08361389472016477,0.0625,0,138.93999999999997,1,0,,,,,,,,1
790,0,47,2260.889999999997,2.9985278514588822,22024.0,527,114,257.45,8.0,243.06,2017.830000000004,0.6976058101013339,1774.770000000004,0.10223004042345367,0.1702127659574468,2,581.7400000000004,1,0,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0
