household_key,day,coupon_upc,campaign,campaign_type,start_day,end_day
761,639,51800000050,22,TypeB,624,656
761,639,52100000031,22,TypeB,624,656
761,639,52800031032,22,TypeB,624,656
761,639,54132220050,22,TypeB,624,656
761,639,54400021032,22,TypeB,624,656
761,639,54450000076,22,TypeB,624,656
761,665,52700012033,25,TypeB,659,691
761,665,54900050082,25,TypeB,659,691
761,665,57192110076,25,TypeB,659,691
761,665,57756765034,25,TypeB,659,691
764,515,10000085429,13,TypeA,504,551
764,519,53663250076,13,TypeA,504,551
764,519,54154889076,13,TypeA,504,551
766,568,53500000076,16,TypeB,561,593
768,606,10000085477,18,TypeA,587,642
768,606,10000089306,18,TypeA,587,642
768,606,55410000076,18,TypeA,587,642
771,567,52270011076,16,TypeB,561,593
771,567,53600030082,16,TypeB,561,593
771,567,57418211676,16,TypeB,561,593
788,227,51111076635,26,TypeA,224,264
788,227,55100055008,26,TypeA,224,264
788,227,57218020076,26,TypeA,224,264
788,257,51111037233,26,TypeA,224,264
788,257,51111070150,26,TypeA,224,264
788,257,51111075533,26,TypeA,224,264
788,257,57320210076,26,TypeA,224,264
788,528,53010030033,13,TypeA,504,551
788,685,53400022076,25,TypeB,659,691
788,685,58768484040,25,TypeB,659,691
793,631,10000085477,18,TypeA,587,642
793,631,10000085479,18,TypeA,587,642
805,507,10000085425,13,TypeA,504,551
805,507,10000089076,13,TypeA,504,551
805,507,51600070033,13,TypeA,504,551
805,507,52740022050,13,TypeA,504,551
805,507,57105210033,13,TypeA,504,551
805,550,10000085429,13,TypeA,504,551
805,609,53700048182,19,TypeB,603,635
805,610,10000089271,18,TypeA,587,642
805,619,10000085479,18,TypeA,587,642
805,633,53600010087,19,TypeB,603,635
807,610,10000085477,18,TypeA,587,642
807,610,10000089290,18,TypeA,587,642
807,648,10000085493,23,TypeB,646,684
807,648,51200000076,23,TypeB,646,684
807,648,55200017313,23,TypeB,646,684
825,529,10000085426,13,TypeA,504,551
825,529,51330021113,13,TypeA,504,551
825,529,54178802078,13,TypeA,504,551
825,529,54650050060,13,TypeA,504,551
825,529,57265526076,13,TypeA,504,551
825,529,57680810050,13,TypeA,504,551
825,537,10000089078,13,TypeA,504,551
825,592,10000085479,18,TypeA,587,642
825,592,51800015050,18,TypeA,587,642
825,592,52100023024,18,TypeA,587,642
825,592,57144800076,18,TypeA,587,642
825,621,53120026033,18,TypeA,587,642
825,621,57143020076,18,TypeA,587,642
840,671,10000085495,24,TypeB,659,719
845,509,10000085427,13,TypeA,504,551
845,509,51111113178,13,TypeA,504,551
845,509,54263410033,13,TypeA,504,551
864,433,51981012076,8,TypeA,412,460
864,518,10000085429,13,TypeA,504,551
864,518,52580010042,13,TypeA,504,551
864,524,52740022050,13,TypeA,504,551
864,528,10000085426,13,TypeA,504,551
864,528,52927461001,13,TypeA,504,551
864,546,51981012076,13,TypeA,504,551
864,608,10000085475,18,TypeA,587,642
864,608,10000085478,18,TypeA,587,642
864,608,10000089263,18,TypeA,587,642
864,608,10000089270,18,TypeA,587,642
864,614,10000089239,18,TypeA,587,642
867,529,10000085425,13,TypeA,504,551
867,550,51111113178,13,TypeA,504,551
867,550,51960010076,13,TypeA,504,551
867,550,52580010042,13,TypeA,504,551
867,550,57050100078,13,TypeA,504,551
867,642,52570016075,18,TypeA,587,642
877,418,10000085364,8,TypeA,412,460
877,418,54154888076,8,TypeA,412,460
877,418,55100012140,8,TypeA,412,460
877,418,57192117133,8,TypeA,412,460
877,439,52840042077,9,TypeB,435,467
877,439,55004910025,9,TypeB,435,467
877,459,53800050033,8,TypeA,412,460
877,459,53800050033,9,TypeB,435,467
877,628,50004510076,18,TypeA,587,642
877,628,54200029176,18,TypeA,587,642
878,523,10000085425,13,TypeA,504,551
878,523,10000089128,13,TypeA,504,551
883,332,54154888076,30,TypeA,323,369
883,514,10000085429,13,TypeA,504,551
883,514,10000089134,13,TypeA,504,551
883,544,10000085432,13,TypeA,504,551
888,327,52100026076,30,TypeA,323,369
888,327,54200000076,30,TypeA,323,369
888,516,10000089091,13,TypeA,504,551
888,516,10000089098,13,TypeA,504,551
888,516,53620010050,13,TypeA,504,551
888,516,54100027032,13,TypeA,504,551
888,540,52150000050,14,TypeC,531,596
888,540,53620010028,14,TypeC,531,596
888,540,54100027032,13,TypeA,504,551
888,540,54100027032,14,TypeC,531,596
888,540,54610000075,13,TypeA,504,551
888,644,54589321176,20,TypeC,615,685
889,235,52000030042,26,TypeA,224,264
889,250,57218020076,26,TypeA,224,264
889,250,57490414076,26,TypeA,224,264
889,264,54200060033,26,TypeA,224,264
889,330,52819011176,30,TypeA,323,369
889,330,52920000028,30,TypeA,323,369
889,392,53700048182,5,TypeB,377,411
889,515,51600040033,13,TypeA,504,551
889,515,53663250076,13,TypeA,504,551
889,515,58978500076,13,TypeA,504,551
889,530,10000085428,13,TypeA,504,551
889,530,10000089084,13,TypeA,504,551
889,572,53700048076,16,TypeB,561,593
889,600,10000085475,18,TypeA,587,642
889,600,52000030042,18,TypeA,587,642
889,600,52500010050,18,TypeA,587,642
889,614,51600070033,18,TypeA,587,642
889,614,55400061078,18,TypeA,587,642
889,647,51450050050,22,TypeB,624,656
889,670,10000085493,23,TypeB,646,684
889,670,51200000076,23,TypeB,646,684
889,670,54850010033,23,TypeB,646,684
889,684,51380040009,23,TypeB,646,684
895,456,10000085364,8,TypeA,412,460
895,513,10000085425,13,TypeA,504,551
895,594,10000085475,18,TypeA,587,642
896,312,53663200076,29,TypeB,281,334
906,652,54060060033,23,TypeB,646,684
908,608,53120026033,18,TypeA,587,642
908,608,54154888076,18,TypeA,587,642
909,592,10000085475,18,TypeA,587,642
911,544,10000085429,13,TypeA,504,551
911,593,10000085475,18,TypeA,587,642
920,507,10000085425,13,TypeA,504,551
920,507,10000085429,13,TypeA,504,551
920,507,51600070033,13,TypeA,504,551
920,507,54200000076,13,TypeA,504,551
929,421,10000089029,8,TypeA,412,460
929,421,55100055075,8,TypeA,412,460
929,592,54440020076,17,TypeB,575,607
929,627,10000085477,18,TypeA,587,642
931,420,10000085363,8,TypeA,412,460
931,420,51111110076,8,TypeA,412,460
931,420,52700040009,8,TypeA,412,460
931,420,53500051576,8,TypeA,412,460
931,420,53600000078,8,TypeA,412,460
931,420,53800050033,8,TypeA,412,460
931,420,54200000033,8,TypeA,412,460
931,420,54450031033,8,TypeA,412,460
931,420,57192117133,8,TypeA,412,460
931,420,57631000076,8,TypeA,412,460
931,602,10000085477,18,TypeA,587,642
931,602,10000085479,18,TypeA,587,642
931,602,10000089194,17,TypeB,575,607
931,602,10000089195,17,TypeB,575,607
931,602,10000089246,18,TypeA,587,642
931,602,10000089253,18,TypeA,587,642
931,602,10000089266,18,TypeA,587,642
931,602,10000089288,18,TypeA,587,642
931,602,51111114101,18,TypeA,587,642
931,602,51200000076,18,TypeA,587,642
931,602,51600070033,18,TypeA,587,642
931,602,51800050033,17,TypeB,575,607
931,602,52100023024,18,TypeA,587,642
931,602,53800030050,17,TypeB,575,607
931,602,54280011660,17,TypeB,575,607
931,602,54440020076,17,TypeB,575,607
931,602,55400061078,18,TypeA,587,642
931,602,57045970076,17,TypeB,575,607
931,602,57790030032,17,TypeB,575,607
934,512,51600070033,13,TypeA,504,551
936,349,53700021125,30,TypeA,323,369
936,540,54200000076,13,TypeA,504,551
936,634,54850010033,18,TypeA,587,642
936,641,51111120001,18,TypeA,587,642
947,327,51113240041,30,TypeA,323,369
947,527,10000085427,13,TypeA,504,551
947,527,51113240013,13,TypeA,504,551
947,527,51116221076,13,TypeA,504,551
949,525,10000085425,13,TypeA,504,551
949,525,10000085428,13,TypeA,504,551
949,525,57047091041,13,TypeA,504,551
954,528,52100040050,13,TypeA,504,551
954,528,56414410013,13,TypeA,504,551
956,622,51906341075,18,TypeA,587,642
968,508,55000013050,13,TypeA,504,551
972,360,57756765875,30,TypeA,323,369
979,237,51370000076,26,TypeA,224,264
979,237,51600070033,26,TypeA,224,264
979,388,53700048182,5,TypeB,377,411
979,408,53700048182,5,TypeB,377,411
979,408,58087858576,7,TypeB,398,432
979,506,10000085425,13,TypeA,504,551
979,506,10000085426,13,TypeA,504,551
979,506,10000085427,13,TypeA,504,551
979,506,51480000076,13,TypeA,504,551
979,506,54900065036,13,TypeA,504,551
979,513,55410000076,13,TypeA,504,551
979,513,57105210033,13,TypeA,504,551
979,520,54369530009,13,TypeA,504,551
979,542,55150026055,13,TypeA,504,551
979,590,53700048076,16,TypeB,561,593
979,599,10000085479,18,TypeA,587,642
979,599,51800015050,18,TypeA,587,642
979,599,54200029176,18,TypeA,587,642
979,604,51960010076,18,TypeA,587,642
979,606,53210060033,18,TypeA,587,642
979,606,54105800093,18,TypeA,587,642
979,606,57143020076,18,TypeA,587,642
979,632,51800000050,22,TypeB,624,656
979,655,52840000082,23,TypeB,646,684
979,655,54850010033,22,TypeB,624,656
979,655,54850010033,23,TypeB,646,684
979,655,55928320070,23,TypeB,646,684
979,669,10000085493,23,TypeB,646,684
982,421,10000085363,8,TypeA,412,460
982,475,54110030074,10,TypeB,463,495
982,506,10000085425,13,TypeA,504,551
982,506,52740022050,13,TypeA,504,551
982,506,57255400076,13,TypeA,504,551
982,514,10000089124,13,TypeA,504,551
982,514,51600040033,13,TypeA,504,551
982,522,50800490076,13,TypeA,504,551
982,549,50800490076,13,TypeA,504,551
982,549,54800110055,14,TypeC,531,596
982,599,10000085479,18,TypeA,587,642
982,599,51800015050,18,TypeA,587,642
982,599,54900050076,18,TypeA,587,642
982,599,57045970076,17,TypeB,575,607
982,639,51600070033,18,TypeA,587,642
982,639,51800000050,22,TypeB,624,656
982,639,51800015050,18,TypeA,587,642
982,639,54850010033,18,TypeA,587,642
982,639,54850010033,22,TypeB,624,656
983,613,54420930024,18,TypeA,587,642
983,613,57218040076,18,TypeA,587,642
988,241,51111076669,26,TypeA,224,264
988,241,52100026076,26,TypeA,224,264
988,241,54589314178,26,TypeA,224,264
988,241,57800000032,26,TypeA,224,264
993,417,10000085364,8,TypeA,412,460
993,417,54154888076,8,TypeA,412,460
993,507,10000085427,13,TypeA,504,551
993,507,10000085429,13,TypeA,504,551
993,507,10000089124,13,TypeA,504,551
993,507,54200000076,13,TypeA,504,551
998,429,52740020076,8,TypeA,412,460
1000,508,10000089124,13,TypeA,504,551
1000,511,50000540082,13,TypeA,504,551
1000,511,51480000076,13,TypeA,504,551
1000,511,53700040075,13,TypeA,504,551
1005,420,10000085363,8,TypeA,412,460
1005,420,10000089053,8,TypeA,412,460
1005,420,10000089054,8,TypeA,412,460
1005,420,53620010050,8,TypeA,412,460
1005,507,10000089128,13,TypeA,504,551
1011,510,10000085427,13,TypeA,504,551
1011,510,10000085432,13,TypeA,504,551
1011,510,54154888076,13,TypeA,504,551
1012,525,55150026055,13,TypeA,504,551
1015,416,10000089026,8,TypeA,412,460
1015,528,10000089124,13,TypeA,504,551
1015,528,57756765076,13,TypeA,504,551
1015,592,10000085476,18,TypeA,587,642
1017,575,55000035213,15,TypeC,547,708
1020,515,50000540082,13,TypeA,504,551
1024,421,10000085363,8,TypeA,412,460
1029,285,51380041013,29,TypeB,281,334
1029,285,51380041313,29,TypeB,281,334
1029,328,51380041013,29,TypeB,281,334
1029,440,10000085363,8,TypeA,412,460
1029,514,51480000076,13,TypeA,504,551
1039,527,54300020076,13,TypeA,504,551
1039,601,50004518076,18,TypeA,587,642
1039,601,54900050076,18,TypeA,587,642
1040,467,53700060051,9,TypeB,435,467
1064,430,10000085369,8,TypeA,412,460
1064,430,57127900036,8,TypeA,412,460
1064,610,10000085478,18,TypeA,587,642
1064,610,54420930024,18,TypeA,587,642
1064,610,55000013933,18,TypeA,587,642
1066,420,53600000078,8,TypeA,412,460
1066,427,50800490078,8,TypeA,412,460
1066,505,50800490076,13,TypeA,504,551
1066,527,51480000076,13,TypeA,504,551
1074,512,10000085425,13,TypeA,504,551
1074,512,10000085426,13,TypeA,504,551
1074,512,10000085429,13,TypeA,504,551
1074,616,57631000076,18,TypeA,587,642
1081,548,10000085428,13,TypeA,504,551
1081,548,54460011776,13,TypeA,504,551
1083,413,55100012140,8,TypeA,412,460
1098,234,51111075533,26,TypeA,224,264
1098,416,10000085364,8,TypeA,412,460
1098,416,50008130078,8,TypeA,412,460
1098,416,53663200076,8,TypeA,412,460
1098,416,54610020076,8,TypeA,412,460
1098,420,10000085363,8,TypeA,412,460
1098,431,10000089012,8,TypeA,412,460
1098,431,10000089047,8,TypeA,412,460
1098,431,10000089051,8,TypeA,412,460
1098,431,50004110076,8,TypeA,412,460
1098,505,52840011033,13,TypeA,504,551
1098,513,54100024950,13,TypeA,504,551
1098,516,53010030033,13,TypeA,504,551
1098,523,10000085425,13,TypeA,504,551
1098,547,55410000076,13,TypeA,504,551
1098,627,10000085475,18,TypeA,587,642
1113,431,10000085364,8,TypeA,412,460
1113,431,54154888076,8,TypeA,412,460
1113,507,54180010033,13,TypeA,504,551
1113,515,52898920076,13,TypeA,504,551
1113,632,52100000031,22,TypeB,624,656
1130,606,53700013182,18,TypeA,587,642
1142,558,51111120076,14,TypeC,531,596
1146,440,52370020076,8,TypeA,412,460
1146,526,10000085429,13,TypeA,504,551
1146,526,51960010076,13,TypeA,504,551
1146,526,53620010050,13,TypeA,504,551
1146,548,57631000076,13,TypeA,504,551
1146,586,53800030050,17,TypeB,575,607
1146,603,10000085477,18,TypeA,587,642
1146,603,10000089237,18,TypeA,587,642
1146,603,51960010076,18,TypeA,587,642
1146,603,57631000076,18,TypeA,587,642
1146,621,51906341075,18,TypeA,587,642
1146,621,52000030042,18,TypeA,587,642
1166,453,53700067076,8,TypeA,412,460
1166,586,53450058040,17,TypeB,575,607
1166,587,53620064076,17,TypeB,575,607
1166,601,51785400013,17,TypeB,575,607
1166,617,10000085478,18,TypeA,587,642
1166,626,53700067076,18,TypeA,587,642
1166,637,51600030101,18,TypeA,587,642
1166,637,51600070033,18,TypeA,587,642
1166,637,52500010050,18,TypeA,587,642
1166,637,52800051098,18,TypeA,587,642
1166,651,53620010028,20,TypeC,615,685
1167,433,10000089055,8,TypeA,412,460
1167,433,53663200076,8,TypeA,412,460
1175,445,55000013033,8,TypeA,412,460
1175,445,57045970076,8,TypeA,412,460
1175,506,10000085429,13,TypeA,504,551
1175,506,53700040075,13,TypeA,504,551
1175,506,55000013050,13,TypeA,504,551
1197,522,10000085429,13,TypeA,504,551
1197,522,50308412076,13,TypeA,504,551
1197,522,50813790076,13,TypeA,504,551
1197,522,51600070033,13,TypeA,504,551
1197,522,51980010075,13,TypeA,504,551
1197,522,52740022050,13,TypeA,504,551
1197,522,52840050076,13,TypeA,504,551
1197,522,53700040075,13,TypeA,504,551
1197,522,54300020076,13,TypeA,504,551
1197,522,55410000076,13,TypeA,504,551
1197,522,56414410013,13,TypeA,504,551
1197,522,57047091041,13,TypeA,504,551
1197,522,57631000076,13,TypeA,504,551
1197,599,10000085475,18,TypeA,587,642
1197,599,51600070033,18,TypeA,587,642
1197,621,52200090076,18,TypeA,587,642
1197,621,55410000076,18,TypeA,587,642
1197,621,57143020076,18,TypeA,587,642
1197,621,57680000050,18,TypeA,587,642
1197,637,57631000076,18,TypeA,587,642
1197,662,51200000076,23,TypeB,646,684
1228,426,10000085363,8,TypeA,412,460
1228,539,10000085429,13,TypeA,504,551
1228,539,55000013050,13,TypeA,504,551
1228,604,54900050076,18,TypeA,587,642
1228,624,54154888076,18,TypeA,587,642
1228,624,54900050076,18,TypeA,587,642
1229,491,10000089073,12,TypeB,477,509
1229,491,52100023024,12,TypeB,477,509
1229,491,54470031076,12,TypeB,477,509
1229,491,57680000025,12,TypeB,477,509
1229,551,10000085429,13,TypeA,504,551
1229,622,10000085475,18,TypeA,587,642
1238,234,54300010033,26,TypeA,224,264
1238,346,57756765875,30,TypeA,323,369
1247,420,10000085364,8,TypeA,412,460
1247,420,57631000076,8,TypeA,412,460
1247,505,10000085425,13,TypeA,504,551
1247,505,54300020076,13,TypeA,504,551
1248,408,53600010082,5,TypeB,377,411
1256,428,10000085363,8,TypeA,412,460
1256,505,53620064076,13,TypeA,504,551
1256,513,55703711082,13,TypeA,504,551
1256,539,10000085429,13,TypeA,504,551
1256,622,10000085479,18,TypeA,587,642
1256,622,51600070033,18,TypeA,587,642
1261,533,10000089110,13,TypeA,504,551
1285,424,57910012076,8,TypeA,412,460
1287,363,52100026075,30,TypeA,323,369
1287,363,52100026076,30,TypeA,323,369
1294,516,51600070033,13,TypeA,504,551
1299,361,51111074175,2,TypeB,351,383
1299,361,51530011350,2,TypeB,351,383
1299,361,53800030050,2,TypeB,351,383
1299,361,57218050076,2,TypeB,351,383
1299,421,10000085364,8,TypeA,412,460
1299,421,53010010033,8,TypeA,412,460
1303,610,10000085478,18,TypeA,587,642
1305,504,10000089102,13,TypeA,504,551
1305,504,52740022050,13,TypeA,504,551
1318,424,55150026032,8,TypeA,412,460
1318,529,55150026032,13,TypeA,504,551
1318,537,57047091041,13,TypeA,504,551
1318,628,52200090076,18,TypeA,587,642
1318,628,57231020034,18,TypeA,587,642
1318,635,53010010033,18,TypeA,587,642
1326,494,55150000034,11,TypeB,477,523
1333,581,10000089194,17,TypeB,575,607
1333,581,10000089195,17,TypeB,575,607
1333,581,51785400013,17,TypeB,575,607
1333,581,53800030050,17,TypeB,575,607
1333,581,54280011660,17,TypeB,575,607
1333,581,57045970076,17,TypeB,575,607
1333,651,10000085493,23,TypeB,646,684
1333,651,54060060033,23,TypeB,646,684
1337,416,10000085361,8,TypeA,412,460
1337,416,57045970076,8,TypeA,412,460
1337,605,10000085478,18,TypeA,587,642
1337,605,54900050076,18,TypeA,587,642
1347,591,10000089251,18,TypeA,587,642
1347,591,58304613450,18,TypeA,587,642
1356,421,10000085361,8,TypeA,412,460
1357,458,10000085364,8,TypeA,412,460
1357,527,10000085426,13,TypeA,504,551
1357,605,10000085476,18,TypeA,587,642
1364,342,54154888076,30,TypeA,323,369
1367,656,55420811176,23,TypeB,646,684
1376,520,10000089124,13,TypeA,504,551
1376,520,51111113178,13,TypeA,504,551
1376,520,52100040050,13,TypeA,504,551
1376,520,57631000076,13,TypeA,504,551
1376,601,10000085475,18,TypeA,587,642
1376,601,52100023024,18,TypeA,587,642
1376,601,54300026050,18,TypeA,587,642
1376,601,55000013950,18,TypeA,587,642
1376,601,57631000076,18,TypeA,587,642
1376,620,54589399277,20,TypeC,615,685
1391,233,55410000076,26,TypeA,224,264
1393,245,51600070033,26,TypeA,224,264
1393,299,53000012033,29,TypeB,281,334
1393,572,50099700082,16,TypeB,561,593
1393,572,52270011076,16,TypeB,561,593
1393,572,53600030082,16,TypeB,561,593
1393,572,53700048076,16,TypeB,561,593
1394,420,54154888076,8,TypeA,412,460
1394,515,54154888076,13,TypeA,504,551
1394,599,54154888076,18,TypeA,587,642
1396,414,57631000076,8,TypeA,412,460
1397,615,55000013950,18,TypeA,587,642
1412,600,10000085479,18,TypeA,587,642
1412,600,51906341075,18,TypeA,587,642
1412,614,52260010055,18,TypeA,587,642
1417,593,10000085479,18,TypeA,587,642
1417,593,53980010082,18,TypeA,587,642
1417,593,55400061078,18,TypeA,587,642
1419,600,10000085479,18,TypeA,587,642
1419,600,10000089251,18,TypeA,587,642
1419,610,53010010033,18,TypeA,587,642
1419,612,52840001082,18,TypeA,587,642
1419,621,53620010028,20,TypeC,615,685
1419,621,54589399255,20,TypeC,615,685
1419,621,54800110055,20,TypeC,615,685
1419,621,57940033055,20,TypeC,615,685
1421,344,54154888076,30,TypeA,323,369
1421,421,54154888076,8,TypeA,412,460
1421,431,10000085363,8,TypeA,412,460
1421,514,10000085429,13,TypeA,504,551
1421,514,10000089128,13,TypeA,504,551
1421,514,54154888076,13,TypeA,504,551
1421,514,57047091041,13,TypeA,504,551
1421,549,10000089091,13,TypeA,504,551
1421,596,10000085479,18,TypeA,587,642
1421,596,10000089237,18,TypeA,587,642
1421,596,10000089290,18,TypeA,587,642
1421,605,51600030101,18,TypeA,587,642
1421,662,54900050082,25,TypeB,659,691
1421,662,57192110076,25,TypeB,659,691
1423,517,10000089124,13,TypeA,504,551
1423,549,54100011675,13,TypeA,504,551
1428,598,55400061078,18,TypeA,587,642
1429,466,52100000033,9,TypeB,435,467
1430,418,10000085364,8,TypeA,412,460
1437,638,51312010033,22,TypeB,624,656
1437,638,51800015050,18,TypeA,587,642
1437,638,52100000031,22,TypeB,624,656
1437,638,53010010033,18,TypeA,587,642
1437,638,57045970076,22,TypeB,624,656
1437,649,10000089316,22,TypeB,624,656
1445,672,50057331082,23,TypeB,646,684
1451,384,54420933024,4,TypeB,372,404
1451,427,10000085363,8,TypeA,412,460
1451,427,53010010033,8,TypeA,412,460
1451,427,57047092032,8,TypeA,412,460
1451,448,53076800082,8,TypeA,412,460
1451,448,54154889078,8,TypeA,412,460
1451,486,55150000034,11,TypeB,477,523
1451,595,54850010033,18,TypeA,587,642
1451,602,10000085477,18,TypeA,587,642
1451,602,51800015050,18,TypeA,587,642
1451,619,52800051098,18,TypeA,587,642
1451,634,53700067076,18,TypeA,587,642
1453,412,57457010076,8,TypeA,412,460
1453,413,53600000078,8,TypeA,412,460
1453,428,10000089013,8,TypeA,412,460
1453,428,52840000075,8,TypeA,412,460
1453,428,53475600050,8,TypeA,412,460
1453,428,57064021233,8,TypeA,412,460
1453,584,54280011660,17,TypeB,575,607
1453,585,55100055075,17,TypeB,575,607
1453,588,10000085475,18,TypeA,587,642
1453,588,51258700050,18,TypeA,587,642
1453,588,54900050076,18,TypeA,587,642
1453,595,53800050033,18,TypeA,587,642
1453,595,54300026050,18,TypeA,587,642
1453,595,54900050076,18,TypeA,587,642
1453,662,10000085496,24,TypeB,659,719
1453,662,51380040009,23,TypeB,646,684
1453,662,52840000082,23,TypeB,646,684
1453,662,54060060033,23,TypeB,646,684
1453,662,57027211076,23,TypeB,646,684
1453,678,10000085495,24,TypeB,659,719
1453,678,54060060033,23,TypeB,646,684
1458,534,10000085429,13,TypeA,504,551
1460,241,51600070033,26,TypeA,224,264
1462,601,57790113076,18,TypeA,587,642
1463,444,10000085363,8,TypeA,412,460
1475,439,52100041050,8,TypeA,412,460
1475,446,10000085364,8,TypeA,412,460
1475,446,10000089018,8,TypeA,412,460
1475,516,10000085429,13,TypeA,504,551
1475,516,53700016682,13,TypeA,504,551
1475,523,10000089124,13,TypeA,504,551
1475,523,52740022050,13,TypeA,504,551
1475,593,10000085479,18,TypeA,587,642
1475,593,10000089252,18,TypeA,587,642
1475,593,51800015050,18,TypeA,587,642
1475,593,51809461078,18,TypeA,587,642
1475,593,52100023024,18,TypeA,587,642
1475,600,51258700050,18,TypeA,587,642
1483,593,10000085477,18,TypeA,587,642
1483,595,51960010076,18,TypeA,587,642
1485,531,10000085425,13,TypeA,504,551
1485,531,51254711082,13,TypeA,504,551
1485,531,57631000076,13,TypeA,504,551
1488,513,52927461001,13,TypeA,504,551
1488,513,54154889076,13,TypeA,504,551
1488,513,56414410013,13,TypeA,504,551
1488,567,10000085482,16,TypeB,561,593
1488,601,10000085477,18,TypeA,587,642
1488,601,50308412050,18,TypeA,587,642
1491,563,10000085436,16,TypeB,561,593
1494,624,10000085479,18,TypeA,587,642
1494,624,51960010076,18,TypeA,587,642
1505,563,53500000076,16,TypeB,561,593
1505,598,10000085476,18,TypeA,587,642
1505,598,54300026050,18,TypeA,587,642
1508,514,10000085426,13,TypeA,504,551
1508,514,10000089124,13,TypeA,504,551
1508,514,10000089137,13,TypeA,504,551
1508,514,51600070033,13,TypeA,504,551
1509,513,53700040075,13,TypeA,504,551
1511,627,54900050076,18,TypeA,587,642
1528,428,10000085363,8,TypeA,412,460
1529,424,10000085364,8,TypeA,412,460
1529,442,10000089015,8,TypeA,412,460
1529,442,51958211075,8,TypeA,412,460
1529,442,54300031076,8,TypeA,412,460
1529,516,51600070033,13,TypeA,504,551
1529,516,54100027032,13,TypeA,504,551
1529,516,54180060033,13,TypeA,504,551
1529,516,54369530009,13,TypeA,504,551
1529,535,52580010042,13,TypeA,504,551
1529,535,54100027032,13,TypeA,504,551
1529,535,54100027032,14,TypeC,531,596
1529,535,57680810050,13,TypeA,504,551
1529,583,53500000076,16,TypeB,561,593
1529,583,55310000076,16,TypeB,561,593
1529,583,57124921076,16,TypeB,561,593
1529,609,10000085478,18,TypeA,587,642
1529,609,54300026050,18,TypeA,587,642
1529,624,54100027032,20,TypeC,615,685
1529,624,54589399255,20,TypeC,615,685
1534,415,55100012140,8,TypeA,412,460
1534,424,57127900036,8,TypeA,412,460
1534,596,10000085477,18,TypeA,587,642
1534,596,51780034082,18,TypeA,587,642
1534,596,52000030042,18,TypeA,587,642
1534,604,51600070033,18,TypeA,587,642
1534,661,54900050082,25,TypeB,659,691
1534,668,52840000082,23,TypeB,646,684
1534,673,10000085490,23,TypeB,646,684
1534,673,52840000033,25,TypeB,659,691
1534,677,51200000009,25,TypeB,659,691
1534,677,52700012033,25,TypeB,659,691
1534,684,52900020076,25,TypeB,659,691
1534,684,53000000036,23,TypeB,646,684
1534,684,58768484040,25,TypeB,659,691
1541,438,10000085364,8,TypeA,412,460
1541,438,55000013033,8,TypeA,412,460
1541,438,55100090033,8,TypeA,412,460
1541,469,53600000082,10,TypeB,463,495
1541,599,55000013950,18,TypeA,587,642
1541,691,52100023030,25,TypeB,659,691
1566,597,10000085477,18,TypeA,587,642
1566,597,55000013933,18,TypeA,587,642
1566,597,57231020034,18,TypeA,587,642
1566,630,54589399275,20,TypeC,615,685
1568,433,52310030076,8,TypeA,412,460
1568,433,54300031076,8,TypeA,412,460
1581,631,10000089290,18,TypeA,587,642
1588,419,10000085364,8,TypeA,412,460
1590,549,10000085426,13,TypeA,504,551
1590,549,10000085429,13,TypeA,504,551
1590,674,53000000036,23,TypeB,646,684
1591,420,55100012140,8,TypeA,412,460
1591,420,55410000076,8,TypeA,412,460
1591,433,10000085363,8,TypeA,412,460
1591,433,53800050033,8,TypeA,412,460
1591,462,10000085378,9,TypeB,435,467
1591,462,52100000033,9,TypeB,435,467
1591,462,52100061076,9,TypeB,435,467
1591,462,52840042077,9,TypeB,435,467
1591,462,53800050033,9,TypeB,435,467
1591,462,54850011033,9,TypeB,435,467
1591,462,55004910025,9,TypeB,435,467
1591,591,52200090076,18,TypeA,587,642
1591,594,10000085476,18,TypeA,587,642
1591,594,53760073676,18,TypeA,587,642
1591,594,54300026050,18,TypeA,587,642
1591,603,10000089265,18,TypeA,587,642
1591,603,51600070033,18,TypeA,587,642
1591,603,52500010050,18,TypeA,587,642
1591,603,57143020076,18,TypeA,587,642
1591,621,50930030075,18,TypeA,587,642
1591,621,51600070033,18,TypeA,587,642
1591,621,54800111033,18,TypeA,587,642
1591,656,10000085490,23,TypeB,646,684
1591,656,52840000082,23,TypeB,646,684
1591,656,54400000032,23,TypeB,646,684
1591,656,54850010033,23,TypeB,646,684
1591,656,55200017313,23,TypeB,646,684
1591,656,57027211076,23,TypeB,646,684
1593,431,10000085363,8,TypeA,412,460
1598,515,10000085429,13,TypeA,504,551
1602,608,10000085475,18,TypeA,587,642
1602,608,52113100033,18,TypeA,587,642
1602,608,54200029176,18,TypeA,587,642
1602,608,57143020076,18,TypeA,587,642
1609,615,10000085475,18,TypeA,587,642
1609,615,51600070033,18,TypeA,587,642
1609,615,51800015050,18,TypeA,587,642
1609,623,54850010033,18,TypeA,587,642
1618,418,52586611376,8,TypeA,412,460
1618,578,50099700082,16,TypeB,561,593
1618,578,52270011076,16,TypeB,561,593
1618,588,10000085436,16,TypeB,561,593
1618,588,53500000076,16,TypeB,561,593
1618,606,10000085475,18,TypeA,587,642
1618,606,55000013950,18,TypeA,587,642
1618,621,54200029176,18,TypeA,587,642
1627,679,10000085495,24,TypeB,659,719
1630,443,53700067076,8,TypeA,412,460
